type,date,value
newvacc_per,09/06/2021,4296
newvacc_per,10/06/2021,4372
newvacc_per,11/06/2021,4326
newvacc_per,12/06/2021,4301
newvacc_per,13/06/2021,4321
newvacc_per,14/06/2021,4266
newvacc_per,15/06/2021,4345
newvacc_per,16/06/2021,4423
newvacc_per,17/06/2021,4535
newvacc_per,18/06/2021,4653
newvacc_per,19/06/2021,4775
newvacc_per,20/06/2021,4886
newvacc_per,21/06/2021,5154
newvacc_per,22/06/2021,5229
newvacc_per,23/06/2021,5264
newvacc_per,24/06/2021,5319
newvacc_per,25/06/2021,5354
newvacc_per,26/06/2021,5432
newvacc_per,27/06/2021,5463
newvacc_per,28/06/2021,5372
newvacc_per,29/06/2021,5340
newvacc_per,30/06/2021,5237
newvacc_per,01/07/2021,5159
newvacc_per,02/07/2021,4961
newvacc_per,03/07/2021,4820
newvacc_per,04/07/2021,4636
newvacc_per,05/07/2021,4539
newvacc_per,06/07/2021,4372
newvacc_per,07/07/2021,4288
newvacc_per,08/07/2021,4200
newvacc_per,09/07/2021,4062
newvacc_per,10/07/2021,3967
newvacc_per,11/07/2021,3902
newvacc_per,12/07/2021,3849
newvacc_per,13/07/2021,3878
newvacc_per,14/07/2021,3947
newvacc_per,15/07/2021,3877
newvacc_per,16/07/2021,3989
newvacc_per,17/07/2021,3975
newvacc_per,18/07/2021,3950
newvacc_per,19/07/2021,4008
newvacc_per,20/07/2021,3990
newvacc_per,21/07/2021,3908
newvacc_per,22/07/2021,3978
newvacc_per,23/07/2021,4069
newvacc_per,24/07/2021,4118
newvacc_per,25/07/2021,4248
newvacc_per,26/07/2021,4387
newvacc_per,27/07/2021,4518
newvacc_per,28/07/2021,4700
newvacc_per,29/07/2021,4821
newvacc_per,30/07/2021,4908
newvacc_per,31/07/2021,4940
newvacc_per,01/08/2021,5161
newvacc_per,02/08/2021,5119
newvacc_per,03/08/2021,5382
newvacc_per,04/08/2021,5438
newvacc_per,05/08/2021,5346
newvacc_per,06/08/2021,5254
newvacc_per,07/08/2021,5230
newvacc_per,08/08/2021,5069
newvacc_per,09/08/2021,5157
newvacc_per,10/08/2021,4880
newvacc_per,11/08/2021,4742
newvacc_per,12/08/2021,4634
newvacc_per,13/08/2021,4709
newvacc_per,14/08/2021,4692
newvacc_per,15/08/2021,4608
newvacc_per,16/08/2021,4577
newvacc_per,17/08/2021,4584
newvacc_per,18/08/2021,4587
newvacc_per,19/08/2021,4604
newvacc_per,20/08/2021,4567
newvacc_per,21/08/2021,4581
newvacc_per,22/08/2021,4641
newvacc_per,23/08/2021,4466
newvacc_per,24/08/2021,4564
newvacc_per,25/08/2021,4664
newvacc_per,26/08/2021,4777
newvacc_per,27/08/2021,4975
newvacc_per,28/08/2021,5067
newvacc_per,29/08/2021,5393
newvacc_per,30/08/2021,5446
newvacc_per,31/08/2021,5361
newvacc_per,01/09/2021,5405
newvacc_per,02/09/2021,5248
newvacc_per,03/09/2021,4825
newvacc_per,04/09/2021,4631
newvacc_per,05/09/2021,4331
newvacc_per,06/09/2021,4204
newvacc_per,07/09/2021,4113
newvacc_per,08/09/2021,3996
newvacc_per,09/09/2021,4073
newvacc_per,10/09/2021,4106
newvacc_per,11/09/2021,4259
newvacc_per,12/09/2021,4339
newvacc_per,13/09/2021,4418
newvacc_per,14/09/2021,4252
newvacc_per,15/09/2021,4105
newvacc_per,16/09/2021,3998
newvacc_per,17/09/2021,3929
newvacc_per,18/09/2021,4017
newvacc_per,19/09/2021,3852
newvacc_per,20/09/2021,3774
newvacc_per,21/09/2021,3836
newvacc_per,22/09/2021,3759
newvacc_per,23/09/2021,3782
newvacc_per,24/09/2021,3840
newvacc_per,25/09/2021,3508
newvacc_per,26/09/2021,3383
newvacc_per,27/09/2021,3749
newvacc_per,28/09/2021,3694
newvacc_per,29/09/2021,3774
newvacc_per,30/09/2021,3715
newvacc_per,01/10/2021,3602
newvacc_per,02/10/2021,3604
newvacc_per,03/10/2021,3682
newvacc_per,04/10/2021,3216
newvacc_per,05/10/2021,3338
newvacc_per,06/10/2021,3194
newvacc_per,07/10/2021,3085
newvacc_per,08/10/2021,3236
newvacc_per,09/10/2021,3232
newvacc_per,10/10/2021,3345
newvacc_per,11/10/2021,3296
newvacc_per,12/10/2021,3098
newvacc_per,13/10/2021,3087
newvacc_per,14/10/2021,3072
newvacc_per,15/10/2021,2864
newvacc_per,16/10/2021,2756
newvacc_per,17/10/2021,2704
newvacc_per,18/10/2021,2885
newvacc_per,19/10/2021,2966
newvacc_per,20/10/2021,3201
newvacc_per,21/10/2021,3261
newvacc_per,22/10/2021,3395
newvacc_per,23/10/2021,3618
newvacc_per,24/10/2021,3566
newvacc_per,25/10/2021,3412
newvacc_per,26/10/2021,3402
newvacc_per,27/10/2021,3187
newvacc_per,28/10/2021,3269
newvacc_per,29/10/2021,3460
newvacc_per,30/10/2021,3557
newvacc_per,31/10/2021,3731
newvacc_per,01/11/2021,3799
newvacc_per,02/11/2021,3786
newvacc_per,03/11/2021,3878
newvacc_per,04/11/2021,3916
newvacc_per,05/11/2021,3846
newvacc_per,06/11/2021,3767
newvacc_per,07/11/2021,3674
newvacc_per,08/11/2021,3741
newvacc_per,09/11/2021,3881
newvacc_per,10/11/2021,4067
newvacc_per,11/11/2021,4090
newvacc_per,12/11/2021,4084
newvacc_per,13/11/2021,4194
newvacc_per,14/11/2021,4175
newvacc_per,15/11/2021,4138
newvacc_per,16/11/2021,4019
newvacc_per,17/11/2021,3898
newvacc_per,18/11/2021,3846
newvacc_per,19/11/2021,3844
newvacc_per,20/11/2021,3872
newvacc_per,21/11/2021,3873
newvacc_per,22/11/2021,3925
newvacc_per,23/11/2021,4008
newvacc_per,24/11/2021,4095
newvacc_per,25/11/2021,4059
newvacc_per,26/11/2021,4107
newvacc_per,27/11/2021,4019
newvacc_per,28/11/2021,4229
newvacc_per,29/11/2021,4291
newvacc_per,30/11/2021,4444
newvacc_per,01/12/2021,4544
newvacc_per,02/12/2021,4755
newvacc_per,03/12/2021,4683
newvacc_per,04/12/2021,4828
newvacc_per,05/12/2021,4681
newvacc_per,06/12/2021,4611
newvacc_per,07/12/2021,4419
newvacc_per,08/12/2021,4310
newvacc_per,09/12/2021,4287
newvacc_per,10/12/2021,4625
newvacc_per,11/12/2021,4792
newvacc_per,12/12/2021,4789
newvacc_per,13/12/2021,4797
newvacc_per,14/12/2021,5048
newvacc_per,15/12/2021,5154
newvacc_per,16/12/2021,5029
newvacc_per,17/12/2021,4923
newvacc_per,18/12/2021,4690
newvacc_per,19/12/2021,4733
newvacc_per,20/12/2021,5005
newvacc_per,21/12/2021,4903
newvacc_per,22/12/2021,4745
newvacc_per,23/12/2021,4978
newvacc_per,24/12/2021,4767
newvacc_per,25/12/2021,4620
newvacc_per,26/12/2021,4479
newvacc_per,27/12/2021,4270
newvacc_per,28/12/2021,4308
newvacc_per,29/12/2021,4355
newvacc_per,30/12/2021,4130
newvacc_per,31/12/2021,4050
